ï»¿ANO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,SEXO,EDAD,CURSODEVIDA,GRUPOEDAD,POBLACION,POBLACION_NORMALIZED,CLUSTER
2005,0,BogotÃ¡,Hombres,6,Infancia,00 a 11,67184,0.8482935390598366,2
2005,0,BogotÃ¡,Hombres,7,Infancia,00 a 11,68940,0.8704655361810124,2
2005,0,BogotÃ¡,Hombres,8,Infancia,00 a 11,70568,0.8910213512796878,2
2005,0,BogotÃ¡,Hombres,9,Infancia,00 a 11,71189,0.8988623593732243,2
2005,0,BogotÃ¡,Hombres,10,Infancia,00 a 11,70398,0.8888748595310546,2
2005,0,BogotÃ¡,Hombres,11,Infancia,00 a 11,68703,0.8674730741549767,2
2005,1,UsaquÃ©n,Hombres,6,Infancia,00 a 11,3309,0.0417808305660425,1
2005,1,UsaquÃ©n,Hombres,7,Infancia,00 a 11,3493,0.04410409222338666,1
2005,1,UsaquÃ©n,Hombres,8,Infancia,00 a 11,3619,0.04569502140178538,1
2005,1,UsaquÃ©n,Hombres,9,Infancia,00 a 11,3503,0.04423035644389449,1
2005,1,UsaquÃ©n,Hombres,10,Infancia,00 a 11,3617,0.04566976855768381,1
2005,1,UsaquÃ©n,Hombres,11,Infancia,00 a 11,3392,0.042828823596257524,1
2005,2,Chapinero,Hombres,6,Infancia,00 a 11,616,0.007777875983282617,1
2005,2,Chapinero,Hombres,7,Infancia,00 a 11,732,0.009242540941173499,1
2005,2,Chapinero,Hombres,8,Infancia,00 a 11,750,0.009469816538087601,1
2005,2,Chapinero,Hombres,9,Infancia,00 a 11,725,0.009154155986818015,1
2005,2,Chapinero,Hombres,10,Infancia,00 a 11,710,0.008964759656056262,1
2005,2,Chapinero,Hombres,11,Infancia,00 a 11,705,0.008901627545802347,1
2005,3,Santa Fe,Hombres,6,Infancia,00 a 11,936,0.011818331039533328,1
2005,3,Santa Fe,Hombres,7,Infancia,00 a 11,1006,0.01270218058308817,1
2005,3,Santa Fe,Hombres,8,Infancia,00 a 11,1001,0.012639048472834253,1
2005,3,Santa Fe,Hombres,9,Infancia,00 a 11,963,0.01215924443490448,1
2005,3,Santa Fe,Hombres,10,Infancia,00 a 11,1013,0.012790565537443654,1
2005,3,Santa Fe,Hombres,11,Infancia,00 a 11,985,0.012437025720021717,1
2005,4,San CristÃ³bal,Hombres,6,Infancia,00 a 11,4450,0.05618757812598644,0
2005,4,San CristÃ³bal,Hombres,7,Infancia,00 a 11,4641,0.05859922473768608,0
2005,4,San CristÃ³bal,Hombres,8,Infancia,00 a 11,4695,0.059281051528428386,0
2005,4,San CristÃ³bal,Hombres,9,Infancia,00 a 11,4752,0.06000075758532305,0
2005,4,San CristÃ³bal,Hombres,10,Infancia,00 a 11,4939,0.062361898508819555,0
2005,4,San CristÃ³bal,Hombres,11,Infancia,00 a 11,4573,0.0577406280382328,0
2005,5,Usme,Hombres,6,Infancia,00 a 11,3698,0.04669250874379727,1
2005,5,Usme,Hombres,7,Infancia,00 a 11,3825,0.04829606434424677,0
2005,5,Usme,Hombres,8,Infancia,00 a 11,3826,0.048308690766297555,0
2005,5,Usme,Hombres,9,Infancia,00 a 11,3972,0.05015214838571194,0
2005,5,Usme,Hombres,10,Infancia,00 a 11,3990,0.05037942398262604,0
2005,5,Usme,Hombres,11,Infancia,00 a 11,3770,0.047601611131453676,1
2005,6,Tunjuelito,Hombres,6,Infancia,00 a 11,1891,0.02387656409803154,1
2005,6,Tunjuelito,Hombres,7,Infancia,00 a 11,1856,0.023434639326254118,1
2005,6,Tunjuelito,Hombres,8,Infancia,00 a 11,1971,0.02488667786209422,1
2005,6,Tunjuelito,Hombres,9,Infancia,00 a 11,2046,0.02583365951590298,1
2005,6,Tunjuelito,Hombres,10,Infancia,00 a 11,1944,0.024545764466723064,1
2005,6,Tunjuelito,Hombres,11,Infancia,00 a 11,1920,0.02424273033750426,1
2005,7,Bosa,Hombres,6,Infancia,00 a 11,6124,0.07732420863899797,0
2005,7,Bosa,Hombres,7,Infancia,00 a 11,6027,0.07609944570007197,0
2005,7,Bosa,Hombres,8,Infancia,00 a 11,6320,0.07979898736095152,0
2005,7,Bosa,Hombres,9,Infancia,00 a 11,6429,0.08117526736448692,0
2005,7,Bosa,Hombres,10,Infancia,00 a 11,6018,0.07598580790161492,0
2005,7,Bosa,Hombres,11,Infancia,00 a 11,6033,0.07617520423237667,0
2005,8,Kennedy,Hombres,6,Infancia,00 a 11,9466,0.11952171113271631,0
2005,8,Kennedy,Hombres,7,Infancia,00 a 11,9852,0.12439551004431874,0
2005,8,Kennedy,Hombres,8,Infancia,00 a 11,10292,0.12995113574666348,0
2005,8,Kennedy,Hombres,9,Infancia,00 a 11,10165,0.12834758014621397,0
2005,8,Kennedy,Hombres,10,Infancia,00 a 11,9909,0.1251152161012134,0
2005,8,Kennedy,Hombres,11,Infancia,00 a 11,9895,0.12493844619250243,0
2005,9,FontibÃ³n,Hombres,6,Infancia,00 a 11,2721,0.03435649440018182,1
2005,9,FontibÃ³n,Hombres,7,Infancia,00 a 11,2859,0.036098940643189935,1
2005,9,FontibÃ³n,Hombres,8,Infancia,00 a 11,2953,0.037285824315963584,1
2005,9,FontibÃ³n,Hombres,9,Infancia,00 a 11,3040,0.038384323034381745,1
2005,9,FontibÃ³n,Hombres,10,Infancia,00 a 11,2930,0.036995416608795566,1
2005,9,FontibÃ³n,Hombres,11,Infancia,00 a 11,2872,0.036263084129850125,1
2005,10,EngativÃ¡,Hombres,6,Infancia,00 a 11,7354,0.09285470776146164,0
2005,10,EngativÃ¡,Hombres,7,Infancia,00 a 11,7303,0.09221076023687168,0
2005,10,EngativÃ¡,Hombres,8,Infancia,00 a 11,7646,0.0965416230002904,0
2005,10,EngativÃ¡,Hombres,9,Infancia,00 a 11,7667,0.09680677786335685,0
2005,10,EngativÃ¡,Hombres,10,Infancia,00 a 11,7535,0.09514009015265344,0
2005,10,EngativÃ¡,Hombres,11,Infancia,00 a 11,7453,0.09410472354448919,0
2005,11,Suba,Hombres,6,Infancia,00 a 11,8841,0.11163019735097665,0
2005,11,Suba,Hombres,7,Infancia,00 a 11,9207,0.1162514678215634,0
2005,11,Suba,Hombres,8,Infancia,00 a 11,9184,0.11596106011439539,0
2005,11,Suba,Hombres,9,Infancia,00 a 11,9294,0.11734996653998156,0
2005,11,Suba,Hombres,10,Infancia,00 a 11,9337,0.11789290268816525,0
2005,11,Suba,Hombres,11,Infancia,00 a 11,9017,0.11385244763191454,0
2005,12,Barrios Unidos,Hombres,6,Infancia,00 a 11,1963,0.02478566648568795,1
2005,12,Barrios Unidos,Hombres,7,Infancia,00 a 11,1750,0.02209623858887107,1
2005,12,Barrios Unidos,Hombres,8,Infancia,00 a 11,1648,0.020808343539691156,1
2005,12,Barrios Unidos,Hombres,9,Infancia,00 a 11,1718,0.021692193083246,1
2005,12,Barrios Unidos,Hombres,10,Infancia,00 a 11,1819,0.022967461710375132,1
2005,12,Barrios Unidos,Hombres,11,Infancia,00 a 11,1682,0.021237641889417794,1
2005,13,Teusaquillo,Hombres,6,Infancia,00 a 11,783,0.009886488465763456,1
2005,13,Teusaquillo,Hombres,7,Infancia,00 a 11,807,0.010189522594982259,1
2005,13,Teusaquillo,Hombres,8,Infancia,00 a 11,818,0.010328413237540877,1
2005,13,Teusaquillo,Hombres,9,Infancia,00 a 11,881,0.011123877826740236,1
2005,13,Teusaquillo,Hombres,10,Infancia,00 a 11,835,0.010543062412404196,1
2005,13,Teusaquillo,Hombres,11,Infancia,00 a 11,856,0.01080821727547065,1
2005,14,Los MÃ¡rtires,Hombres,6,Infancia,00 a 11,774,0.009772850667306406,1
2005,14,Los MÃ¡rtires,Hombres,7,Infancia,00 a 11,778,0.009823356355509539,1
2005,14,Los MÃ¡rtires,Hombres,8,Infancia,00 a 11,802,0.010126390484728342,1
2005,14,Los MÃ¡rtires,Hombres,9,Infancia,00 a 11,781,0.00986123562166189,1
2005,14,Los MÃ¡rtires,Hombres,10,Infancia,00 a 11,841,0.010618820944708897,1
2005,14,Los MÃ¡rtires,Hombres,11,Infancia,00 a 11,896,0.011313274157501989,1
2005,15,Antonio NariÃ±o,Hombres,6,Infancia,00 a 11,1041,0.013144105354865591,1
2005,15,Antonio NariÃ±o,Hombres,7,Infancia,00 a 11,1083,0.013674415080998497,1
2005,15,Antonio NariÃ±o,Hombres,8,Infancia,00 a 11,1142,0.014419373981994723,1
2005,15,Antonio NariÃ±o,Hombres,9,Infancia,00 a 11,1120,0.014141592696877486,1
2005,15,Antonio NariÃ±o,Hombres,10,Infancia,00 a 11,1127,0.01422997765123297,1
2005,15,Antonio NariÃ±o,Hombres,11,Infancia,00 a 11,1114,0.014065834164572785,1
2005,16,Puente Aranda,Hombres,6,Infancia,00 a 11,2039,0.025745274561547495,1
2005,16,Puente Aranda,Hombres,7,Infancia,00 a 11,2222,0.028055909796840868,1
2005,16,Puente Aranda,Hombres,8,Infancia,00 a 11,2139,0.02700791676662584,1
2005,16,Puente Aranda,Hombres,9,Infancia,00 a 11,2266,0.02861147236707534,1
2005,16,Puente Aranda,Hombres,10,Infancia,00 a 11,2220,0.0280306569527393,1
2005,16,Puente Aranda,Hombres,11,Infancia,00 a 11,2250,0.028409449614262807,1
2005,17,La Candelaria,Hombres,6,Infancia,00 a 11,193,0.0024368994558012095,1
2005,17,La Candelaria,Hombres,7,Infancia,00 a 11,150,0.0018939633076175205,1
2005,17,La Candelaria,Hombres,8,Infancia,00 a 11,170,0.0021464917486331897,1
2005,17,La Candelaria,Hombres,9,Infancia,00 a 11,169,0.0021338653265824065,1
2005,17,La Candelaria,Hombres,10,Infancia,00 a 11,176,0.0022222502809378904,1
2005,17,La Candelaria,Hombres,11,Infancia,00 a 11,151,0.0019065897296683038,1
2005,18,Rafael Uribe Uribe,Hombres,6,Infancia,00 a 11,3808,0.04808141516938345,1
2005,18,Rafael Uribe Uribe,Hombres,7,Infancia,00 a 11,4083,0.05155368123334891,0
2005,18,Rafael Uribe Uribe,Hombres,8,Infancia,00 a 11,4228,0.05338451243071251,0
2005,18,Rafael Uribe Uribe,Hombres,9,Infancia,00 a 11,4160,0.05252591573125923,0
2005,18,Rafael Uribe Uribe,Hombres,10,Infancia,00 a 11,4082,0.05154105481129812,0
2005,18,Rafael Uribe Uribe,Hombres,11,Infancia,00 a 11,3976,0.050202654073915075,0
2005,19,Ciudad BolÃ­var,Hombres,6,Infancia,00 a 11,7082,0.08942032096364853,0
2005,19,Ciudad BolÃ­var,Hombres,7,Infancia,00 a 11,7197,0.09087235949948863,0
2005,19,Ciudad BolÃ­var,Hombres,8,Infancia,00 a 11,7278,0.09189509968560208,0
2005,19,Ciudad BolÃ­var,Hombres,9,Infancia,00 a 11,7431,0.09382694225937196,0
2005,19,Ciudad BolÃ­var,Hombres,10,Infancia,00 a 11,7264,0.09171832977689112,0
2005,19,Ciudad BolÃ­var,Hombres,11,Infancia,00 a 11,7085,0.08945820022980087,0
2005,20,Sumapaz,Hombres,6,Infancia,00 a 11,95,0.0011995100948244295,1
2005,20,Sumapaz,Hombres,7,Infancia,00 a 11,69,0.0008712231215040594,1
2005,20,Sumapaz,Hombres,8,Infancia,00 a 11,86,0.0010858722963673784,1
2005,20,Sumapaz,Hombres,9,Infancia,00 a 11,107,0.0013510271594338312,1
2005,20,Sumapaz,Hombres,10,Infancia,00 a 11,92,0.0011616308286720792,1
2005,20,Sumapaz,Hombres,11,Infancia,00 a 11,78,0.0009848609199611105,1
2005,0,BogotÃ¡,Hombres,0,Primera Infancia,00 a 11,59131,0.7466129622848773,2
2005,0,BogotÃ¡,Hombres,1,Primera Infancia,00 a 11,59872,0.7559691410245079,2
2005,0,BogotÃ¡,Hombres,2,Primera Infancia,00 a 11,60722,0.7667015997676738,2
2005,0,BogotÃ¡,Hombres,3,Primera Infancia,00 a 11,61644,0.7783431608984962,2
2005,0,BogotÃ¡,Hombres,4,Primera Infancia,00 a 11,62973,0.7951236758039874,2
2005,0,BogotÃ¡,Hombres,5,Primera Infancia,00 a 11,64983,0.8205027841260621,2
2005,1,UsaquÃ©n,Hombres,0,Primera Infancia,00 a 11,2909,0.03673026174572911,1
2005,1,UsaquÃ©n,Hombres,1,Primera Infancia,00 a 11,2954,0.03729845073801437,1
2005,1,UsaquÃ©n,Hombres,2,Primera Infancia,00 a 11,2919,0.036856525966236946,1
2005,1,UsaquÃ©n,Hombres,3,Primera Infancia,00 a 11,2989,0.03774037550979179,1
2005,1,UsaquÃ©n,Hombres,4,Primera Infancia,00 a 11,3079,0.0388767534943623,1
2005,1,UsaquÃ©n,Hombres,5,Primera Infancia,00 a 11,3245,0.04097273955479236,1
2005,2,Chapinero,Hombres,0,Primera Infancia,00 a 11,716,0.009040518188360963,1
2005,2,Chapinero,Hombres,1,Primera Infancia,00 a 11,700,0.008838495435548429,1
2005,2,Chapinero,Hombres,2,Primera Infancia,00 a 11,659,0.008320812131466307,1
2005,2,Chapinero,Hombres,3,Primera Infancia,00 a 11,654,0.00825768002121239,1
2005,2,Chapinero,Hombres,4,Primera Infancia,00 a 11,617,0.007790502405333401,1
2005,2,Chapinero,Hombres,5,Primera Infancia,00 a 11,682,0.008611219838634327,1
2005,3,Santa Fe,Hombres,0,Primera Infancia,00 a 11,859,0.010846096541623,1
2005,3,Santa Fe,Hombres,1,Primera Infancia,00 a 11,891,0.011250142047248071,1
2005,3,Santa Fe,Hombres,2,Primera Infancia,00 a 11,866,0.010934481495978485,1
2005,3,Santa Fe,Hombres,3,Primera Infancia,00 a 11,860,0.010858722963673783,1
2005,3,Santa Fe,Hombres,4,Primera Infancia,00 a 11,914,0.011540549754416091,1
2005,3,Santa Fe,Hombres,5,Primera Infancia,00 a 11,984,0.012424399297970934,1
2005,4,San CristÃ³bal,Hombres,0,Primera Infancia,00 a 11,3862,0.048763241960125756,0
2005,4,San CristÃ³bal,Hombres,1,Primera Infancia,00 a 11,3753,0.04738696195659036,1
2005,4,San CristÃ³bal,Hombres,2,Primera Infancia,00 a 11,3935,0.04968497076983295,0
2005,4,San CristÃ³bal,Hombres,3,Primera Infancia,00 a 11,4107,0.05185671536256771,0
2005,4,San CristÃ³bal,Hombres,4,Primera Infancia,00 a 11,4223,0.05332138032045859,0
2005,4,San CristÃ³bal,Hombres,5,Primera Infancia,00 a 11,4402,0.05558150986754883,0
2005,5,Usme,Hombres,0,Primera Infancia,00 a 11,3100,0.039141908357428756,1
2005,5,Usme,Hombres,1,Primera Infancia,00 a 11,3116,0.03934393111024129,1
2005,5,Usme,Hombres,2,Primera Infancia,00 a 11,3379,0.04266468010959734,1
2005,5,Usme,Hombres,3,Primera Infancia,00 a 11,3432,0.043333880478288865,1
2005,5,Usme,Hombres,4,Primera Infancia,00 a 11,3625,0.045770779934090074,1
2005,5,Usme,Hombres,5,Primera Infancia,00 a 11,3586,0.04527834947410952,1
2005,6,Tunjuelito,Hombres,0,Primera Infancia,00 a 11,1630,0.020581067942777056,1
2005,6,Tunjuelito,Hombres,1,Primera Infancia,00 a 11,1553,0.019608833444866726,1
2005,6,Tunjuelito,Hombres,2,Primera Infancia,00 a 11,1645,0.020770464273538805,1
2005,6,Tunjuelito,Hombres,3,Primera Infancia,00 a 11,1577,0.019911867574085532,1
2005,6,Tunjuelito,Hombres,4,Primera Infancia,00 a 11,1699,0.021452291064281113,1
2005,6,Tunjuelito,Hombres,5,Primera Infancia,00 a 11,1794,0.022651801159105544,1
2005,7,Bosa,Hombres,0,Primera Infancia,00 a 11,5051,0.0637760577785073,0
2005,7,Bosa,Hombres,1,Primera Infancia,00 a 11,5350,0.06755135797169155,0
2005,7,Bosa,Hombres,2,Primera Infancia,00 a 11,5319,0.06715993888811728,0
2005,7,Bosa,Hombres,3,Primera Infancia,00 a 11,5539,0.06993775173928964,0
2005,7,Bosa,Hombres,4,Primera Infancia,00 a 11,5436,0.06863723026805894,0
2005,7,Bosa,Hombres,5,Primera Infancia,00 a 11,5595,0.07064483137413351,0
2005,8,Kennedy,Hombres,0,Primera Infancia,00 a 11,9108,0.11500145203853583,0
2005,8,Kennedy,Hombres,1,Primera Infancia,00 a 11,9138,0.11538024470005934,0
2005,8,Kennedy,Hombres,2,Primera Infancia,00 a 11,9069,0.11450902157855528,0
2005,8,Kennedy,Hombres,3,Primera Infancia,00 a 11,9237,0.1166302604830869,0
2005,8,Kennedy,Hombres,4,Primera Infancia,00 a 11,9233,0.11657975479488376,0
2005,8,Kennedy,Hombres,5,Primera Infancia,00 a 11,9541,0.12046869278652508,0
2005,9,FontibÃ³n,Hombres,0,Primera Infancia,00 a 11,2495,0.03150292301670476,1
2005,9,FontibÃ³n,Hombres,1,Primera Infancia,00 a 11,2421,0.03056856778494678,1
2005,9,FontibÃ³n,Hombres,2,Primera Infancia,00 a 11,2448,0.030909481180317933,1
2005,9,FontibÃ³n,Hombres,3,Primera Infancia,00 a 11,2594,0.03275293879973232,1
2005,9,FontibÃ³n,Hombres,4,Primera Infancia,00 a 11,2643,0.03337163348022071,1
2005,9,FontibÃ³n,Hombres,5,Primera Infancia,00 a 11,2741,0.03460902284119749,1
2005,10,EngativÃ¡,Hombres,0,Primera Infancia,00 a 11,6120,0.07727370295079483,0
2005,10,EngativÃ¡,Hombres,1,Primera Infancia,00 a 11,6360,0.08030404424298286,0
2005,10,EngativÃ¡,Hombres,2,Primera Infancia,00 a 11,6668,0.08419298223462417,0
2005,10,EngativÃ¡,Hombres,3,Primera Infancia,00 a 11,6547,0.08266518516647937,0
2005,10,EngativÃ¡,Hombres,4,Primera Infancia,00 a 11,6799,0.08584704352327681,0
2005,10,EngativÃ¡,Hombres,5,Primera Infancia,00 a 11,6887,0.08695816866374576,0
2005,11,Suba,Hombres,0,Primera Infancia,00 a 11,7647,0.09655424942234118,0
2005,11,Suba,Hombres,1,Primera Infancia,00 a 11,7864,0.0992941830073612,0
2005,11,Suba,Hombres,2,Primera Infancia,00 a 11,7866,0.09931943585146277,0
2005,11,Suba,Hombres,3,Primera Infancia,00 a 11,8196,0.10348615512822132,0
2005,11,Suba,Hombres,4,Primera Infancia,00 a 11,8250,0.10416798191896362,0
2005,11,Suba,Hombres,5,Primera Infancia,00 a 11,8446,0.10664276064091718,0
2005,12,Barrios Unidos,Hombres,0,Primera Infancia,00 a 11,1437,0.018144168486975844,1
2005,12,Barrios Unidos,Hombres,1,Primera Infancia,00 a 11,1453,0.01834619123978838,1
2005,12,Barrios Unidos,Hombres,2,Primera Infancia,00 a 11,1356,0.017121428300862385,1
2005,12,Barrios Unidos,Hombres,3,Primera Infancia,00 a 11,1489,0.018800742433616586,1
2005,12,Barrios Unidos,Hombres,4,Primera Infancia,00 a 11,1516,0.01914165582898774,1
2005,12,Barrios Unidos,Hombres,5,Primera Infancia,00 a 11,1599,0.020189648859202766,1
2005,13,Teusaquillo,Hombres,0,Primera Infancia,00 a 11,703,0.008876374701700778,1
2005,13,Teusaquillo,Hombres,1,Primera Infancia,00 a 11,678,0.008560714150431192,1
2005,13,Teusaquillo,Hombres,2,Primera Infancia,00 a 11,749,0.009457190116036818,1
2005,13,Teusaquillo,Hombres,3,Primera Infancia,00 a 11,695,0.008775363325294511,1
2005,13,Teusaquillo,Hombres,4,Primera Infancia,00 a 11,735,0.00928042020732585,1
2005,13,Teusaquillo,Hombres,5,Primera Infancia,00 a 11,733,0.009255167363224282,1
2005,14,Los MÃ¡rtires,Hombres,0,Primera Infancia,00 a 11,807,0.010189522594982259,1
2005,14,Los MÃ¡rtires,Hombres,1,Primera Infancia,00 a 11,741,0.009356178739630551,1
2005,14,Los MÃ¡rtires,Hombres,2,Primera Infancia,00 a 11,815,0.010290533971388528,1
2005,14,Los MÃ¡rtires,Hombres,3,Primera Infancia,00 a 11,743,0.009381431583732117,1
2005,14,Los MÃ¡rtires,Hombres,4,Primera Infancia,00 a 11,732,0.009242540941173499,1
2005,14,Los MÃ¡rtires,Hombres,5,Primera Infancia,00 a 11,763,0.009633960024747788,1
2005,15,Antonio NariÃ±o,Hombres,0,Primera Infancia,00 a 11,1043,0.013169358198967158,1
2005,15,Antonio NariÃ±o,Hombres,1,Primera Infancia,00 a 11,927,0.011704693241076276,1
2005,15,Antonio NariÃ±o,Hombres,2,Primera Infancia,00 a 11,977,0.01233601434361545,1
2005,15,Antonio NariÃ±o,Hombres,3,Primera Infancia,00 a 11,967,0.012209750123107614,1
2005,15,Antonio NariÃ±o,Hombres,4,Primera Infancia,00 a 11,1003,0.012664301316935819,1
2005,15,Antonio NariÃ±o,Hombres,5,Primera Infancia,00 a 11,1006,0.01270218058308817,1
2005,16,Puente Aranda,Hombres,0,Primera Infancia,00 a 11,1830,0.02310635235293375,1
2005,16,Puente Aranda,Hombres,1,Primera Infancia,00 a 11,1970,0.024874051440043433,1
2005,16,Puente Aranda,Hombres,2,Primera Infancia,00 a 11,1833,0.0231442316190861,1
2005,16,Puente Aranda,Hombres,3,Primera Infancia,00 a 11,1952,0.024646775843129333,1
2005,16,Puente Aranda,Hombres,4,Primera Infancia,00 a 11,1946,0.02457101731082463,1
2005,16,Puente Aranda,Hombres,5,Primera Infancia,00 a 11,2022,0.025530625386684175,1
2005,17,La Candelaria,Hombres,0,Primera Infancia,00 a 11,152,0.0019192161517190872,1
2005,17,La Candelaria,Hombres,1,Primera Infancia,00 a 11,126,0.001590929178398717,1
2005,17,La Candelaria,Hombres,2,Primera Infancia,00 a 11,140,0.0017676990871096857,1
2005,17,La Candelaria,Hombres,3,Primera Infancia,00 a 11,154,0.0019444689958206542,1
2005,17,La Candelaria,Hombres,4,Primera Infancia,00 a 11,165,0.0020833596383792725,1
2005,17,La Candelaria,Hombres,5,Primera Infancia,00 a 11,204,0.0025757900983598278,1
2005,18,Rafael Uribe Uribe,Hombres,0,Primera Infancia,00 a 11,3386,0.04275306506395283,1
2005,18,Rafael Uribe Uribe,Hombres,1,Primera Infancia,00 a 11,3497,0.044154597911589794,1
2005,18,Rafael Uribe Uribe,Hombres,2,Primera Infancia,00 a 11,3421,0.043194989835730245,1
2005,18,Rafael Uribe Uribe,Hombres,3,Primera Infancia,00 a 11,3412,0.043081352037273195,1
2005,18,Rafael Uribe Uribe,Hombres,4,Primera Infancia,00 a 11,3668,0.04631371608227376,1
2005,18,Rafael Uribe Uribe,Hombres,5,Primera Infancia,00 a 11,3852,0.04863697773961792,0
2005,19,Ciudad BolÃ­var,Hombres,0,Primera Infancia,00 a 11,6197,0.07824593744870516,0
2005,19,Ciudad BolÃ­var,Hombres,1,Primera Infancia,00 a 11,6280,0.07929393047892018,0
2005,19,Ciudad BolÃ­var,Hombres,2,Primera Infancia,00 a 11,6565,0.08289246076339347,0
2005,19,Ciudad BolÃ­var,Hombres,3,Primera Infancia,00 a 11,6420,0.08106162956602987,0
2005,19,Ciudad BolÃ­var,Hombres,4,Primera Infancia,00 a 11,6615,0.08352378186593265,0
2005,19,Ciudad BolÃ­var,Hombres,5,Primera Infancia,00 a 11,6818,0.0860869455422417,0
2005,20,Sumapaz,Hombres,0,Primera Infancia,00 a 11,79,0.000997487342011894,1
2005,20,Sumapaz,Hombres,1,Primera Infancia,00 a 11,100,0.001262642205078347,1
2005,20,Sumapaz,Hombres,2,Primera Infancia,00 a 11,93,0.0011742572507228626,1
2005,20,Sumapaz,Hombres,3,Primera Infancia,00 a 11,80,0.0010101137640626775,1
2005,20,Sumapaz,Hombres,4,Primera Infancia,00 a 11,75,0.0009469816538087602,1
2005,20,Sumapaz,Hombres,5,Primera Infancia,00 a 11,83,0.0010479930302150278,1
2005,0,BogotÃ¡,Hombres,12,Adolescencia,12 a 17,67142,0.8477632293337037,2
2005,0,BogotÃ¡,Hombres,13,Adolescencia,12 a 17,65606,0.8283690450637002,2
2005,0,BogotÃ¡,Hombres,14,Adolescencia,12 a 17,63998,0.8080657584060404,2
2005,0,BogotÃ¡,Hombres,15,Adolescencia,12 a 17,62463,0.7886842005580879,2
2005,0,BogotÃ¡,Hombres,16,Adolescencia,12 a 17,61119,0.7717142893218348,2
2005,0,BogotÃ¡,Hombres,17,Adolescencia,12 a 17,60092,0.7587469538756803,2
2005,1,UsaquÃ©n,Hombres,12,Adolescencia,12 a 17,3584,0.045253096630007955,1
2005,1,UsaquÃ©n,Hombres,13,Adolescencia,12 a 17,3380,0.042677306531648126,1
2005,1,UsaquÃ©n,Hombres,14,Adolescencia,12 a 17,3239,0.040896981022487656,1
2005,1,UsaquÃ©n,Hombres,15,Adolescencia,12 a 17,3363,0.042462657356784804,1
2005,1,UsaquÃ©n,Hombres,16,Adolescencia,12 a 17,3255,0.041099003775300194,1
2005,1,UsaquÃ©n,Hombres,17,Adolescencia,12 a 17,3455,0.04362428818545688,1
2005,2,Chapinero,Hombres,12,Adolescencia,12 a 17,757,0.009558201492443087,1
2005,2,Chapinero,Hombres,13,Adolescencia,12 a 17,718,0.009065771032462531,1
2005,2,Chapinero,Hombres,14,Adolescencia,12 a 17,709,0.00895213323400548,1
2005,2,Chapinero,Hombres,15,Adolescencia,12 a 17,707,0.008926880389903913,1
2005,2,Chapinero,Hombres,16,Adolescencia,12 a 17,710,0.008964759656056262,1
2005,2,Chapinero,Hombres,17,Adolescencia,12 a 17,891,0.011250142047248071,1
2005,3,Santa Fe,Hombres,12,Adolescencia,12 a 17,1021,0.012891576913849921,1
2005,3,Santa Fe,Hombres,13,Adolescencia,12 a 17,947,0.011957221682091946,1
2005,3,Santa Fe,Hombres,14,Adolescencia,12 a 17,895,0.011300647735451206,1
2005,3,Santa Fe,Hombres,15,Adolescencia,12 a 17,933,0.011780451773380976,1
2005,3,Santa Fe,Hombres,16,Adolescencia,12 a 17,910,0.011490044066212957,1
2005,3,Santa Fe,Hombres,17,Adolescencia,12 a 17,882,0.01113650424879102,1
2005,4,San CristÃ³bal,Hombres,12,Adolescencia,12 a 17,4595,0.05801840932335004,0
2005,4,San CristÃ³bal,Hombres,13,Adolescencia,12 a 17,4472,0.05646535941110367,0
2005,4,San CristÃ³bal,Hombres,14,Adolescencia,12 a 17,4400,0.05555625702344726,0
2005,4,San CristÃ³bal,Hombres,15,Adolescencia,12 a 17,4369,0.05516483793987298,0
2005,4,San CristÃ³bal,Hombres,16,Adolescencia,12 a 17,4154,0.05245015719895453,0
2005,4,San CristÃ³bal,Hombres,17,Adolescencia,12 a 17,4041,0.051023371507215996,0
2005,5,Usme,Hombres,12,Adolescencia,12 a 17,3848,0.04858647205141479,0
2005,5,Usme,Hombres,13,Adolescencia,12 a 17,3614,0.04563188929153146,1
2005,5,Usme,Hombres,14,Adolescencia,12 a 17,3455,0.04362428818545688,1
2005,5,Usme,Hombres,15,Adolescencia,12 a 17,3503,0.04423035644389449,1
2005,5,Usme,Hombres,16,Adolescencia,12 a 17,3221,0.040669705425573556,1
2005,5,Usme,Hombres,17,Adolescencia,12 a 17,3261,0.04117476230760489,1
2005,6,Tunjuelito,Hombres,12,Adolescencia,12 a 17,1975,0.02493718355029735,1
2005,6,Tunjuelito,Hombres,13,Adolescencia,12 a 17,1847,0.023321001527797067,1
2005,6,Tunjuelito,Hombres,14,Adolescencia,12 a 17,1832,0.023131605197035315,1
2005,6,Tunjuelito,Hombres,15,Adolescencia,12 a 17,1778,0.02244977840629301,1
2005,6,Tunjuelito,Hombres,16,Adolescencia,12 a 17,1705,0.021528049596585816,1
2005,6,Tunjuelito,Hombres,17,Adolescencia,12 a 17,1745,0.022033106478617153,1
2005,7,Bosa,Hombres,12,Adolescencia,12 a 17,5620,0.0709604919254031,0
2005,7,Bosa,Hombres,13,Adolescencia,12 a 17,5574,0.07037967651106705,0
2005,7,Bosa,Hombres,14,Adolescencia,12 a 17,5556,0.07015240091415295,0
2005,7,Bosa,Hombres,15,Adolescencia,12 a 17,5115,0.06458414878975745,0
